TIMESTAMP;DEVICE;CAPACITANCE
2017/11/03 11:47:42;04,01;-1.00,9.00,-1.00,-1.00,-1.00,-1.00,-2.00,-1.00
2017/11/03 11:47:42;04,01;-1.00,0.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00
2017/11/03 11:47:43;04,01;0.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00,0.00
2017/11/03 11:47:43;04,01;1.00,-1.00,0.00,-1.00,-2.00,0.00,0.00,0.00
2017/11/03 11:47:55;04,01;0.00,2.00,13.00,0.00,0.00,-1.00,-1.00,-1.00
2017/11/03 11:47:55;01,07;-1.00,-2.00,0.00,-1.00,1.00,2.00,13.00,-1.00
2017/11/03 11:47:55;04,01;2.00,16.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00
2017/11/03 11:47:56;01,07;-2.00,-1.00,0.00,-1.00,0.00,2.00,12.00,-1.00
2017/11/03 11:47:56;04,01;5.00,12.00,0.00,-1.00,-3.00,0.00,0.00,0.00
2017/11/03 11:47:56;01,07;-2.00,-2.00,1.00,-2.00,1.00,2.00,10.00,-1.00
2017/11/03 11:47:56;04,01;16.00,6.00,0.00,-1.00,-2.00,0.00,0.00,0.00
2017/11/03 11:47:57;01,07;0.00,-1.00,1.00,0.00,2.00,-2.00,0.00,-1.00
2017/11/03 11:47:57;01,07;0.00,1.00,2.00,-1.00,-2.00,-1.00,0.00,-3.00
2017/11/03 11:47:57;04,01;-1.00,0.00,0.00,-2.00,-1.00,0.00,0.00,0.00
2017/11/03 11:47:57;01,07;0.00,0.00,1.00,-1.00,0.00,0.00,3.00,-4.00
2017/11/03 11:47:58;04,01;-1.00,0.00,0.00,0.00,-2.00,0.00,0.00,0.00
2017/11/03 11:47:58;04,01;-2.00,-1.00,1.00,-1.00,-2.00,0.00,0.00,0.00
2017/11/03 11:48:04;01,07;0.00,0.00,-1.00,0.00,0.00,0.00,10.00,-1.00
2017/11/03 11:48:04;01,07;0.00,-1.00,-2.00,-1.00,0.00,-1.00,9.00,0.00
2017/11/03 11:48:05;01,07;-1.00,-1.00,-1.00,-1.00,-1.00,0.00,7.00,0.00
2017/11/03 11:48:05;01,07;0.00,0.00,-1.00,-1.00,-2.00,0.00,12.00,0.00
2017/11/03 11:48:12;01,07;-1.00,0.00,-1.00,-1.00,-1.00,-2.00,-1.00,-2.00
2017/11/03 11:48:12;01,07;1.00,0.00,0.00,-1.00,-1.00,-1.00,1.00,-4.00
2017/11/03 11:48:12;01,07;0.00,0.00,-1.00,-1.00,0.00,-2.00,3.00,-5.00
2017/11/03 11:48:13;01,07;-1.00,-1.00,-2.00,0.00,0.00,-1.00,-2.00,-5.00
2017/11/03 11:48:22;01,07;-1.00,-2.00,-3.00,-1.00,-3.00,2.00,13.00,0.00
2017/11/03 11:48:22;01,07;-2.00,0.00,0.00,-1.00,0.00,-1.00,2.00,0.00
2017/11/03 11:48:23;01,07;-1.00,0.00,-1.00,-1.00,-2.00,0.00,3.00,0.00
2017/11/03 11:48:23;01,07;0.00,0.00,-1.00,-1.00,-2.00,-2.00,11.00,-2.00
2017/11/03 11:48:53;01,07;0.00,0.00,-2.00,-1.00,-2.00,0.00,-10.00,-3.00
2017/11/03 11:48:54;01,07;-2.00,0.00,-2.00,0.00,-1.00,0.00,-9.00,-3.00
2017/11/03 11:48:54;01,07;-2.00,1.00,-1.00,-1.00,-3.00,-1.00,-8.00,-3.00
2017/11/03 11:48:54;01,07;-2.00,0.00,-2.00,-1.00,-2.00,1.00,-7.00,-2.00
2017/11/03 11:48:55;01,07;-2.00,-1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00
2017/11/03 11:48:56;01,07;-3.00,0.00,-1.00,-1.00,-2.00,-1.00,-1.00,0.00
2017/11/03 11:48:56;01,07;-2.00,-1.00,0.00,-1.00,-1.00,-1.00,-3.00,-1.00
2017/11/03 11:48:57;01,07;-3.00,-1.00,-1.00,-1.00,0.00,-2.00,-3.00,-1.00
