TIMESTAMP;DEVICE;CAPACITANCE
2017/11/15 16:56:09;01,07;-1.00,-1.00,-1.00,0.00,0.00,-1.00,12.00,-1.00 
2017/11/15 16:56:10;01,07;-1.00,-2.00,-2.00,1.00,0.00,-2.00,5.00,-1.00 
2017/11/15 16:56:10;01,07;-2.00,-2.00,-1.00,-1.00,-1.00,-2.00,10.00,-2.00 
2017/11/15 16:56:10;01,07;-2.00,-2.00,-1.00,3.00,1.00,-3.00,7.00,0.00 
2017/11/15 16:56:13;01,07;-1.00,0.00,-1.00,0.00,0.00,1.00,1.00,-5.00 
2017/11/15 16:56:13;01,07;0.00,-1.00,0.00,-2.00,-1.00,-1.00,1.00,-1.00 
2017/11/15 16:56:14;01,07;-1.00,0.00,-1.00,-1.00,0.00,0.00,0.00,-2.00 
2017/11/15 16:56:14;01,07;-1.00,0.00,0.00,0.00,1.00,-1.00,0.00,2.00 
2017/11/15 16:56:19;01,09;3.00,0.00,-1.00,-1.00,-5.00,12.00,127.00,7.00 
2017/11/15 16:56:19;01,09;1.00,0.00,-3.00,-2.00,-6.00,17.00,78.00,5.00 
2017/11/15 16:56:19;01,09;-1.00,0.00,-2.00,-2.00,9.00,9.00,55.00,2.00 
2017/11/15 16:56:19;01,08;0.00,-1.00,0.00,0.00,-1.00,-3.00,-1.00,11.00 
2017/11/15 16:56:19;01,09;-1.00,0.00,-1.00,4.00,1.00,8.00,52.00,3.00 
2017/11/15 16:56:19;01,09;-1.00,0.00,-3.00,2.00,-1.00,8.00,26.00,2.00 
2017/11/15 16:56:19;01,09;1.00,0.00,-1.00,30.00,1.00,9.00,-26.00,3.00 
2017/11/15 16:56:19;01,08;7.00,1.00,0.00,1.00,-1.00,-1.00,3.00,78.00 
2017/11/15 16:56:19;01,08;4.00,-1.00,0.00,1.00,-2.00,-1.00,0.00,45.00 
2017/11/15 16:56:20;01,08;3.00,-1.00,0.00,1.00,-2.00,-2.00,10.00,81.00 
2017/11/15 16:56:20;01,09;2.00,0.00,-1.00,26.00,3.00,3.00,-24.00,0.00 
2017/11/15 16:56:20;01,09;3.00,0.00,0.00,25.00,2.00,3.00,-18.00,0.00 
2017/11/15 16:56:20;01,08;38.00,8.00,6.00,8.00,10.00,12.00,49.00,67.00 
2017/11/15 16:56:20;01,09;3.00,0.00,5.00,-35.00,1.00,3.00,-17.00,2.00 
2017/11/15 16:56:20;01,08;-20.00,12.00,3.00,5.00,7.00,9.00,45.00,46.00 
2017/11/15 16:56:20;01,09;0.00,0.00,-4.00,-25.00,1.00,3.00,-15.00,3.00 
2017/11/15 16:56:20;01,08;-6.00,14.00,0.00,1.00,4.00,6.00,24.00,10.00 
2017/11/15 16:56:21;01,09;0.00,-2.00,1.00,10.00,-2.00,2.00,-10.00,5.00 
2017/11/15 16:56:21;01,08;36.00,66.00,18.00,-2.00,-2.00,-4.00,2.00,-10.00 
2017/11/15 16:56:21;01,08;33.00,127.00,4.00,-3.00,-5.00,-7.00,2.00,-8.00 
2017/11/15 16:56:21;01,08;33.00,89.00,7.00,-2.00,-5.00,-6.00,2.00,-7.00 
2017/11/15 16:56:21;01,09;2.00,-2.00,-2.00,14.00,-2.00,2.00,-4.00,-2.00 
2017/11/15 16:56:21;01,08;31.00,68.00,13.00,-1.00,-5.00,-4.00,2.00,-5.00 
2017/11/15 16:56:21;01,08;25.00,-8.00,18.00,0.00,-4.00,-4.00,2.00,-4.00 
2017/11/15 16:56:21;01,09;0.00,-1.00,1.00,34.00,-2.00,2.00,-1.00,-2.00 
2017/11/15 16:56:21;01,08;12.00,94.00,25.00,1.00,-4.00,-3.00,2.00,-3.00 
2017/11/15 16:56:21;01,08;10.00,127.00,35.00,3.00,-3.00,-2.00,2.00,-2.00 
2017/11/15 16:56:21;01,09;2.00,-1.00,5.00,4.00,-2.00,2.00,0.00,-2.00 
2017/11/15 16:56:22;01,08;9.00,104.00,32.00,3.00,-3.00,-2.00,2.00,-1.00 
2017/11/15 16:56:22;01,09;2.00,-1.00,1.00,-3.00,13.00,2.00,2.00,-1.00 
2017/11/15 16:56:22;01,08;9.00,59.00,26.00,2.00,-3.00,-2.00,2.00,0.00 
2017/11/15 16:56:22;01,09;0.00,-5.00,-2.00,-5.00,64.00,1.00,2.00,-2.00 
2017/11/15 16:56:22;01,08;9.00,62.00,20.00,2.00,-3.00,-2.00,2.00,2.00 
2017/11/15 16:56:22;01,09;0.00,-1.00,6.00,13.00,49.00,1.00,3.00,-2.00 
2017/11/15 16:56:22;01,08;9.00,59.00,12.00,1.00,-3.00,-3.00,2.00,3.00 
2017/11/15 16:56:22;01,08;9.00,35.00,16.00,1.00,-3.00,-3.00,2.00,3.00 
2017/11/15 16:56:22;01,09;0.00,-1.00,8.00,18.00,36.00,2.00,3.00,1.00 
2017/11/15 16:56:22;01,08;10.00,-119.00,16.00,2.00,-3.00,-3.00,2.00,4.00 
2017/11/15 16:56:22;01,09;2.00,-1.00,14.00,30.00,62.00,2.00,3.00,1.00 
2017/11/15 16:56:22;01,08;18.00,-108.00,10.00,1.00,-3.00,-3.00,2.00,5.00 
2017/11/15 16:56:22;01,09;1.00,-1.00,14.00,33.00,48.00,3.00,3.00,0.00 
2017/11/15 16:56:22;01,08;20.00,-95.00,8.00,0.00,-3.00,-3.00,2.00,5.00 
2017/11/15 16:56:22;01,09;0.00,-1.00,13.00,42.00,28.00,3.00,1.00,-2.00 
2017/11/15 16:56:23;01,08;23.00,-82.00,7.00,0.00,-3.00,-3.00,2.00,5.00 
2017/11/15 16:56:23;01,08;24.00,-60.00,7.00,0.00,-3.00,-3.00,2.00,5.00 
2017/11/15 16:56:23;01,08;24.00,-46.00,7.00,0.00,-3.00,-3.00,2.00,5.00 
2017/11/15 16:56:23;01,08;24.00,-32.00,7.00,0.00,-3.00,-3.00,1.00,5.00 
2017/11/15 16:56:23;01,08;24.00,-19.00,7.00,-1.00,-3.00,-3.00,1.00,5.00 
2017/11/15 16:56:23;01,08;24.00,-4.00,7.00,-1.00,-3.00,-3.00,1.00,5.00 
2017/11/15 16:56:23;01,08;24.00,9.00,6.00,-2.00,-2.00,-1.00,0.00,4.00 
2017/11/15 16:56:24;01,08;24.00,20.00,6.00,-1.00,-2.00,-2.00,0.00,3.00 
2017/11/15 16:56:24;01,08;24.00,28.00,6.00,-1.00,-2.00,-1.00,0.00,3.00 
2017/11/15 16:56:24;01,08;24.00,31.00,5.00,-2.00,-1.00,-1.00,-1.00,3.00 
2017/11/15 16:56:24;01,08;23.00,32.00,3.00,-1.00,-2.00,-1.00,-1.00,3.00 
2017/11/15 16:56:27;01,09;0.00,-1.00,13.00,37.00,29.00,0.00,-1.00,-2.00 
2017/11/15 16:56:35;01,08;8.00,19.00,0.00,0.00,-1.00,2.00,0.00,0.00 
2017/11/15 16:56:36;01,08;1.00,-3.00,-1.00,0.00,-1.00,1.00,1.00,2.00 
