TIMESTAMP;DEVICE;CAPACITANCE
2017/11/10 12:26:39;01,07;-2.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00,-2.00 
2017/11/10 12:26:39;01,07;-2.00,1.00,-1.00,0.00,0.00,1.00,-3.00,-1.00 
2017/11/10 12:26:39;01,07;-2.00,0.00,-1.00,0.00,0.00,0.00,-3.00,2.00 
2017/11/10 12:26:39;01,07;-2.00,1.00,-1.00,0.00,-1.00,0.00,-3.00,0.00 
2017/11/10 12:26:40;01,08;2.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00 
2017/11/10 12:26:41;01,08;1.00,-1.00,-1.00,1.00,0.00,-1.00,0.00,0.00 
2017/11/10 12:26:41;01,08;2.00,0.00,-1.00,0.00,0.00,-1.00,0.00,0.00 
2017/11/10 12:26:53;01,07;-2.00,1.00,-1.00,2.00,1.00,-1.00,8.00,-1.00 
2017/11/10 12:26:53;01,07;0.00,0.00,-2.00,0.00,1.00,1.00,8.00,1.00 
2017/11/10 12:26:54;01,07;-2.00,0.00,-1.00,0.00,2.00,1.00,5.00,1.00 
2017/11/10 12:26:56;01,07;-1.00,1.00,-1.00,-2.00,2.00,2.00,-4.00,-2.00 
2017/11/10 12:26:57;01,07;-1.00,1.00,-1.00,-2.00,0.00,1.00,-4.00,-2.00 
2017/11/10 12:26:57;01,07;-1.00,1.00,0.00,-1.00,0.00,0.00,-3.00,-1.00 
2017/11/10 12:26:58;01,07;-1.00,-1.00,-1.00,0.00,-1.00,0.00,-2.00,-3.00 
2017/11/10 12:27:12;01,07;1.00,-1.00,-2.00,-1.00,-2.00,-3.00,9.00,1.00 
2017/11/10 12:27:12;01,07;0.00,0.00,-1.00,0.00,-1.00,-1.00,12.00,1.00 
2017/11/10 12:27:13;01,07;1.00,0.00,-2.00,-3.00,-1.00,-1.00,6.00,2.00 
2017/11/10 12:27:21;01,07;0.00,-1.00,-1.00,1.00,2.00,0.00,-2.00,1.00 
2017/11/10 12:27:22;01,07;0.00,-1.00,0.00,0.00,0.00,0.00,-5.00,2.00 
2017/11/10 12:27:22;01,07;0.00,-1.00,0.00,1.00,0.00,1.00,-5.00,1.00 
2017/11/10 12:27:22;01,07;-1.00,-1.00,0.00,-1.00,0.00,2.00,0.00,1.00 
2017/11/10 12:27:29;01,07;-1.00,-1.00,-2.00,-1.00,0.00,-2.00,9.00,-1.00 
2017/11/10 12:27:30;01,07;0.00,-1.00,0.00,0.00,1.00,-1.00,11.00,0.00 
2017/11/10 12:27:30;01,07;1.00,-2.00,-1.00,-1.00,-1.00,-2.00,0.00,-2.00 
2017/11/10 12:27:31;01,07;0.00,-2.00,-1.00,0.00,-2.00,-3.00,-2.00,-1.00 
2017/11/10 12:27:31;01,07;1.00,-2.00,-2.00,0.00,-3.00,-4.00,-3.00,-1.00 
2017/11/10 12:27:31;01,07;0.00,-2.00,-2.00,-1.00,-1.00,-4.00,1.00,-1.00 
2017/11/10 12:27:32;01,07;1.00,-2.00,-1.00,0.00,0.00,-2.00,2.00,1.00 
2017/11/10 12:27:54;04,09;0.00,-1.00,0.00,-1.00,4.00,1.00,-1.00,-2.00 
2017/11/10 12:27:55;04,09;0.00,-2.00,-1.00,-1.00,0.00,0.00,-1.00,-1.00 
2017/11/10 12:27:55;04,09;1.00,-2.00,-1.00,-2.00,2.00,0.00,-1.00,-1.00 
2017/11/10 12:27:56;04,09;0.00,-2.00,-1.00,-2.00,0.00,1.00,-1.00,1.00 
