TIMESTAMP;OBJECT;STATE;HABITANT
2017/11/02 12:04:30.0;SM4;No movement;Mario 
2017/11/02 12:04:55.0;M01;Open;Mario 
2017/11/02 12:04:58.0;SM4;Movement;Mario 
2017/11/02 12:05:04.0;M01;Close;Mario 
2017/11/02 12:05:18.0;SM4;No movement;Mario 
2017/11/02 12:05:20.0;SM4;Movement;Mario 
2017/11/02 12:05:52.0;C04;Open;Mario 
2017/11/02 12:05:58.0;C04;Close;Mario 
2017/11/02 12:05:59.0;D01;Open;Mario 
2017/11/02 12:06:08.0;D01;Close;Mario 
2017/11/02 12:06:10.0;D08;Open;Mario 
2017/11/02 12:06:15.0;D08;Close;Mario 
2017/11/02 12:06:20.0;D04;Open;Mario 
2017/11/02 12:06:23.0;D04;Close;Mario 
2017/11/02 12:06:44.0;D02;Open;Mario 
2017/11/02 12:06:48.0;D02;Close;Mario 
2017/11/02 12:06:51.0;SM1;No movement;Mario 
2017/11/02 12:08:09.0;SM1;Movement;Mario 
2017/11/02 12:08:20.0;D02;Open;Mario 
2017/11/02 12:08:27.0;D02;Close;Mario 
2017/11/02 12:09:30.0;SM1;No movement;Mario 
2017/11/02 12:09:37.0;SM1;Movement;Mario 
2017/11/02 12:10:02.0;SM1;No movement;Mario 
2017/11/02 12:12:24.0;SM1;Movement;Mario 
2017/11/02 12:12:34.0;SM1;No movement;Mario 
2017/11/02 12:16:33.0;SM1;Movement;Mario 
2017/11/02 12:17:30.0;SM4;No movement;Mario 
2017/11/02 12:17:31.0;SM4;Movement;Mario 
2017/11/02 12:17:39.0;SM3;No movement;Mario 
2017/11/02 12:17:46.0;SM4;No movement;Mario 
2017/11/02 12:17:51.0;SM4;Movement;Mario 
2017/11/02 12:17:52.0;SM3;Movement;Mario 
2017/11/02 12:17:54.0;C09;Open;Mario 
2017/11/02 12:18:06.0;C09;Close;Mario 
2017/11/02 12:18:07.0;C09;Close;Mario 
2017/11/02 12:18:42.0;TV0;Open;Mario 
2017/11/02 12:19:15.0;SM5;No movement;Mario 
2017/11/02 12:21:21.0;SM5;Movement;Mario 
2017/11/02 12:21:33.0;SM4;Movement;Mario 
2017/11/02 12:21:41.0;SM5;No movement;Mario 
2017/11/02 12:21:42.0;M01;Open;Mario 
2017/11/02 12:21:58.0;SM4;No movement;Mario 
2017/11/02 12:22:08.0;SM4;Movement;Mario 
2017/11/02 12:22:09.0;M01;Close;Mario 
2017/11/02 12:22:25.0;SM5;Movement;Mario 
2017/11/02 12:22:34.0;SM4;No movement;Mario 
2017/11/02 12:22:45.0;SM5;No movement;Mario 
2017/11/02 12:24:02.0;SM5;Movement;Mario 
2017/11/02 12:24:22.0;SM5;No movement;Mario 
2017/11/02 12:24:46.0;SM5;Movement;Mario 
2017/11/02 12:24:55.0;TV0;Close;Mario 
2017/11/02 12:25:11.0;SM5;No movement;Mario 
2017/11/02 12:25:15.0;D07;Open;Mario 
2017/11/02 12:25:29.0;SM4;No movement;Mario 
2017/11/02 12:25:32.0;C08;Open;Mario 
2017/11/02 12:25:32.0;C10;Open;Mario 
2017/11/02 12:25:33.0;SM4;Movement;Mario 
2017/11/02 12:25:41.0;C10;Close;Mario 
2017/11/02 12:25:41.0;C08;Close;Mario 
2017/11/02 12:25:43.0;D07;Close;Mario 
2017/11/02 12:25:53.0;SM4;No movement;Mario 
2017/11/02 12:26:11.0;SM4;Movement;Mario 
2017/11/02 12:26:58.0;SM1;Movement;Mario 
2017/11/02 12:27:05.0;D09;Open;Mario 
2017/11/02 12:27:20.0;D09;Close;Mario 
2017/11/02 12:27:29.0;C12;No present;Mario 
2017/11/02 12:27:35.0;C12;Present;Mario 
2017/11/02 12:27:55.0;D10;Open;Mario 
2017/11/02 12:28:07.0;D10;Close;Mario 
2017/11/02 12:28:20.0;SM1;No movement;Mario 
2017/11/02 12:28:52.0;SM1;Movement;Mario 
2017/11/02 12:29:52.0;SM4;No movement;Mario 
2017/11/02 12:30:01.0;M01;Open;Mario 
2017/11/02 12:30:03.0;SM4;Movement;Mario 
2017/11/02 12:30:07.0;M01;Close;Mario 
2017/11/02 12:30:13.0;SM4;No movement;Mario 
