TIMESTAMP;OBJECT;STATE;HABITANT
2017/11/20 13:28:06.0;SM4;No movement;Mario
2017/11/20 13:28:18.0;M01;Open;Mario
2017/11/20 13:28:22.0;SM4;Movement;Mario
2017/11/20 13:28:25.0;M01;Close;Mario
2017/11/20 13:28:35.0;SM4;No movement;Mario
2017/11/20 13:28:41.0;SM4;Movement;Mario
2017/11/20 13:29:24.0;C04;Open;Mario
2017/11/20 13:29:37.0;C04;Close;Mario
2017/11/20 13:29:45.0;SM1;No movement;Mario
2017/11/20 13:29:46.0;SM1;Movement;Mario
2017/11/20 13:29:59.0;D10;Open;Mario
2017/11/20 13:30:01.0;SM1;No movement;Mario
2017/11/20 13:30:07.0;SM1;Movement;Mario
2017/11/20 13:30:17.0;D10;Close;Mario
2017/11/20 13:30:31.0;D08;Open;Mario
2017/11/20 13:30:34.0;D08;Close;Mario
2017/11/20 13:30:57.0;SM1;No movement;Mario
2017/11/20 13:31:28.0;SM1;Movement;Mario
2017/11/20 13:31:48.0;SM1;No movement;Mario
2017/11/20 13:31:52.0;SM1;Movement;Mario
2017/11/20 13:32:02.0;SM1;No movement;Mario
2017/11/20 13:32:13.0;SM1;Movement;Mario
2017/11/20 13:32:54.0;SM1;No movement;Mario
2017/11/20 13:33:09.0;SM1;Movement;Mario
2017/11/20 13:33:24.0;SM1;No movement;Mario
2017/11/20 13:33:49.0;SM1;Movement;Mario
2017/11/20 13:34:24.0;SM1;No movement;Mario
2017/11/20 13:34:29.0;SM1;Movement;Mario
2017/11/20 13:34:44.0;SM1;No movement;Mario
2017/11/20 13:34:48.0;SM1;Movement;Mario
2017/11/20 13:35:23.0;SM1;No movement;Mario
2017/11/20 13:36:47.0;SM1;Movement;Mario
2017/11/20 13:36:58.0;SM1;No movement;Mario
2017/11/20 13:36:59.0;SM1;Movement;Mario
2017/11/20 13:37:20.0;D01;Open;Mario
2017/11/20 13:37:37.0;D01;Close;Mario
2017/11/20 13:39:03.0;SM1;No movement;Mario
2017/11/20 13:39:43.0;SM1;Movement;Mario
2017/11/20 13:39:53.0;SM1;No movement;Mario
2017/11/20 13:41:52.0;SM1;Movement;Mario
2017/11/20 13:42:07.0;SM1;No movement;Mario
2017/11/20 13:43:20.0;SM1;Movement;Mario
2017/11/20 13:44:17.0;SM3;No movement;Mario
2017/11/20 13:44:37.0;SM3;Movement;Mario
2017/11/20 13:44:40.0;C09;Open;Mario
2017/11/20 13:44:55.0;C09;Close;Mario
2017/11/20 13:45:19.0;SM4;No movement;Mario
2017/11/20 13:45:22.0;TV0;Open;Mario
2017/11/20 13:45:28.0;S09;Pressure;Mario
2017/11/20 13:45:29.0;S09;No Pressure;Mario
2017/11/20 13:45:37.0;S09;No Pressure;Mario
2017/11/20 13:45:40.0;S09;No Pressure;Mario
2017/11/20 13:45:47.0;SM5;No movement;Mario
2017/11/20 13:45:48.0;SM5;Movement;Mario
2017/11/20 13:45:50.0;S09;Pressure;Mario
2017/11/20 13:45:51.0;S09;No Pressure;Mario
2017/11/20 13:45:52.0;S09;Pressure;Mario
2017/11/20 13:45:53.0;S09;No Pressure;Mario
2017/11/20 13:45:54.0;S09;No Pressure;Mario
2017/11/20 13:45:56.0;S09;Pressure;Mario
2017/11/20 13:45:57.0;S09;No Pressure;Mario
2017/11/20 13:45:58.0;S09;No Pressure;Mario
2017/11/20 13:46:01.0;S09;No Pressure;Mario
2017/11/20 13:46:02.0;SM5;No movement;Mario
2017/11/20 13:46:05.0;S09;No Pressure;Mario
2017/11/20 13:46:07.0;S09;No Pressure;Mario
2017/11/20 13:46:08.0;S09;No Pressure;Mario
2017/11/20 13:46:09.0;S09;Pressure;Mario
2017/11/20 13:46:10.0;S09;No Pressure;Mario
2017/11/20 13:46:20.0;S09;Pressure;Mario
2017/11/20 13:46:21.0;S09;No Pressure;Mario
2017/11/20 13:46:25.0;S09;Pressure;Mario
2017/11/20 13:46:26.0;S09;No Pressure;Mario
2017/11/20 13:46:45.0;SM5;Movement;Mario
2017/11/20 13:46:55.0;SM5;No movement;Mario
2017/11/20 13:47:03.0;SM5;Movement;Mario
2017/11/20 13:47:06.0;S09;Pressure;Mario
2017/11/20 13:47:07.0;S09;No Pressure;Mario
2017/11/20 13:47:18.0;SM5;No movement;Mario
2017/11/20 13:47:27.0;SM5;Movement;Mario
2017/11/20 13:47:37.0;SM5;No movement;Mario
2017/11/20 13:47:56.0;SM5;Movement;Mario
2017/11/20 13:48:06.0;SM5;No movement;Mario
2017/11/20 13:50:32.0;SM5;Movement;Mario
2017/11/20 13:50:37.0;SM5;No movement;Mario
2017/11/20 13:51:40.0;SM5;Movement;Mario
2017/11/20 13:51:52.0;S09;Pressure;Mario
2017/11/20 13:51:54.0;TV0;Close;Mario
2017/11/20 13:52:10.0;SM5;No movement;Mario
2017/11/20 13:52:12.0;D07;Open;Mario
2017/11/20 13:52:16.0;SM4;No movement;Mario
2017/11/20 13:52:29.0;C10;Open;Mario
2017/11/20 13:52:37.0;C10;Close;Mario
2017/11/20 13:52:38.0;D07;Close;Mario
2017/11/20 13:53:15.0;SM1;Movement;Mario
2017/11/20 13:53:15.0;D09;Open;Mario
2017/11/20 13:53:29.0;SM1;No movement;Mario
2017/11/20 13:53:31.0;SM1;Movement;Mario
2017/11/20 13:53:44.0;D09;Close;Mario
2017/11/20 13:54:09.0;SM1;Movement;Mario
2017/11/20 13:54:13.0;C02;Open;Mario
2017/11/20 13:54:18.0;SM1;No movement;Mario
2017/11/20 13:54:19.0;C02;Close;Mario
2017/11/20 13:54:21.0;SM1;Movement;Mario
