TIMESTAMP;ID;OBJECT;RSSI
2017/11/08 11:58:14.678;472c18626db5d102;BED;-87
2017/11/08 11:58:19.890;472c18626db5d102;BED;-84
2017/11/08 11:58:25.088;472c18626db5d102;BED;-84
2017/11/08 11:58:30.262;472c18626db5d102;BED;-82
2017/11/08 11:58:35.548;472c18626db5d102;BED;-78
2017/11/08 11:58:40.725;472c18626db5d102;BED;-78
2017/11/08 11:58:45.803;472c18626db5d102;BED;-78
2017/11/08 11:58:51.136;472c18626db5d102;BED;-82
2017/11/08 11:58:56.378;472c18626db5d102;BED;-83
2017/11/08 11:59:01.560;472c18626db5d102;BED;-86
2017/11/08 11:59:06.769;472c18626db5d102;BED;-71
2017/11/08 11:59:12.044;472c18626db5d102;BED;-71
2017/11/08 11:59:22.540;472c18626db5d102;BED;-58
2017/11/08 11:59:27.674;472c18626db5d102;BED;-58
2017/11/08 11:59:32.837;472c18626db5d102;BED;-95
2017/11/08 11:59:38.116;8108b9e0bcd42be1;WARDROBE DOOR;-88
2017/11/08 11:59:38.117;b924c01610110ab4;TOOTHBRUSH;-93
2017/11/08 11:59:38.117;472c18626db5d102;BED;-95
2017/11/08 11:59:43.391;8108b9e0bcd42be1;WARDROBE DOOR;-88
2017/11/08 11:59:43.392;b924c01610110ab4;TOOTHBRUSH;-93
2017/11/08 11:59:53.815;472c18626db5d102;BED;-89
2017/11/08 11:59:59.086;472c18626db5d102;BED;-92
2017/11/08 12:00:04.240;472c18626db5d102;BED;-92
2017/11/08 12:00:04.241;b924c01610110ab4;TOOTHBRUSH;-95
2017/11/08 12:00:04.241;768a0ca423a37319;LAUNDRY BASKET;-101
2017/11/08 12:00:09.502;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/08 12:00:09.503;768a0ca423a37319;LAUNDRY BASKET;-101
2017/11/08 12:00:14.834;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/08 12:00:25.357;b3a04300d937b129;BATHROOM TAP;-88
2017/11/08 12:00:25.358;b924c01610110ab4;TOOTHBRUSH;-92
2017/11/08 12:00:30.565;b3a04300d937b129;BATHROOM TAP;-72
2017/11/08 12:00:30.566;b924c01610110ab4;TOOTHBRUSH;-89
2017/11/08 12:00:35.976;b141ab754dad1e55;FRIDGE;-79
2017/11/08 12:00:35.977;b924c01610110ab4;TOOTHBRUSH;-89
2017/11/08 12:00:35.979;b3a04300d937b129;BATHROOM TAP;-90
2017/11/08 12:00:41.241;b141ab754dad1e55;FRIDGE;-79
2017/11/08 12:00:41.242;b924c01610110ab4;TOOTHBRUSH;-85
2017/11/08 12:00:41.243;b3a04300d937b129;BATHROOM TAP;-90
2017/11/08 12:00:41.248;829ad3c09f1ee8be;GARBAGE CAN;-101
2017/11/08 12:00:41.270;a909c2973133b421;POT DRAWER;-101
2017/11/08 12:00:46.495;b924c01610110ab4;TOOTHBRUSH;-70
