TIMESTAMP;DEVICE;CAPACITANCE
2017/11/10 13:11:47;01,07;0.00,0.00,1.00,0.00,0.00,0.00,0.00,-2.00 
2017/11/10 13:11:53;01,07;0.00,-1.00,-2.00,-1.00,-1.00,-3.00,-8.00,0.00 
2017/11/10 13:11:53;01,07;-1.00,0.00,-1.00,-1.00,0.00,-1.00,-8.00,-1.00 
2017/11/10 13:11:53;01,07;0.00,0.00,-2.00,-2.00,-1.00,-2.00,-6.00,-2.00 
2017/11/10 13:11:54;01,07;-1.00,0.00,-1.00,-2.00,0.00,-1.00,-2.00,-2.00 
2017/11/10 13:11:56;01,07;0.00,1.00,-1.00,1.00,-1.00,0.00,4.00,0.00 
2017/11/10 13:11:57;01,07;0.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00 
2017/11/10 13:11:58;01,07;-1.00,1.00,0.00,-1.00,-1.00,-1.00,10.00,-2.00 
2017/11/10 13:12:08;01,07;-1.00,0.00,-1.00,-2.00,0.00,-1.00,15.00,-2.00 
2017/11/10 13:12:08;01,07;0.00,0.00,-2.00,-1.00,-2.00,1.00,16.00,-1.00 
2017/11/10 13:12:08;01,07;1.00,0.00,-1.00,-1.00,-1.00,0.00,4.00,-1.00 
2017/11/10 13:12:09;01,07;0.00,-1.00,-1.00,1.00,-1.00,1.00,-5.00,-2.00 
2017/11/10 13:12:09;01,07;1.00,-1.00,-1.00,0.00,-1.00,0.00,-7.00,-1.00 
2017/11/10 13:12:09;01,07;0.00,-1.00,0.00,0.00,-2.00,1.00,-10.00,0.00 
2017/11/10 13:12:10;01,07;-1.00,-1.00,0.00,-1.00,-1.00,2.00,-13.00,0.00 
2017/11/10 13:12:10;01,07;1.00,0.00,0.00,-1.00,1.00,2.00,-13.00,1.00 
2017/11/10 13:12:12;01,07;0.00,0.00,0.00,-2.00,0.00,1.00,6.00,0.00 
2017/11/10 13:12:13;01,07;-1.00,1.00,2.00,-1.00,0.00,1.00,6.00,1.00 
2017/11/10 13:12:13;01,07;0.00,0.00,1.00,-2.00,-2.00,1.00,7.00,0.00 
2017/11/10 13:12:13;01,07;-1.00,0.00,1.00,0.00,-2.00,2.00,4.00,-1.00 
2017/11/10 13:12:18;01,07;-1.00,-1.00,-1.00,0.00,-1.00,-2.00,-5.00,1.00 
2017/11/10 13:12:19;01,07;-1.00,-1.00,-1.00,1.00,-1.00,0.00,-6.00,-1.00 
2017/11/10 13:12:19;01,07;0.00,0.00,-1.00,0.00,0.00,-2.00,-5.00,-1.00 
2017/11/10 13:12:19;01,07;0.00,0.00,-2.00,0.00,-2.00,-2.00,1.00,-3.00 
2017/11/10 13:12:25;01,07;-1.00,-1.00,0.00,0.00,-1.00,0.00,7.00,0.00 
2017/11/10 13:12:25;01,07;-1.00,0.00,0.00,1.00,0.00,1.00,14.00,1.00 
2017/11/10 13:12:25;01,07;0.00,-1.00,0.00,0.00,0.00,2.00,6.00,1.00 
2017/11/10 13:12:26;01,07;0.00,1.00,0.00,1.00,0.00,2.00,2.00,1.00 
2017/11/10 13:12:32;01,08;0.00,-1.00,0.00,-1.00,0.00,-2.00,-4.00,-6.00 
2017/11/10 13:12:33;01,09;0.00,0.00,-1.00,-2.00,-8.00,-6.00,-5.00,-10.00 
2017/11/10 13:12:33;01,09;2.00,0.00,-2.00,-3.00,-7.00,2.00,32.00,-7.00 
2017/11/10 13:12:33;01,09;1.00,0.00,-2.00,-3.00,-2.00,-3.00,8.00,-2.00 
2017/11/10 13:12:33;01,09;2.00,0.00,2.00,3.00,-8.00,-5.00,3.00,6.00 
2017/11/10 13:12:33;01,08;-2.00,-2.00,-1.00,-1.00,-3.00,-7.00,-7.00,-11.00 
2017/11/10 13:12:33;01,09;0.00,0.00,-2.00,0.00,-5.00,-3.00,33.00,6.00 
2017/11/10 13:12:34;01,09;2.00,2.00,0.00,1.00,9.00,1.00,28.00,7.00 
2017/11/10 13:12:34;01,08;11.00,-2.00,-1.00,-1.00,0.00,-2.00,-3.00,10.00 
2017/11/10 13:12:34;01,08;10.00,46.00,-1.00,-1.00,-1.00,-3.00,-3.00,2.00 
2017/11/10 13:12:34;01,09;2.00,3.00,-1.00,2.00,8.00,2.00,18.00,9.00 
2017/11/10 13:12:34;01,09;-1.00,-1.00,-5.00,0.00,8.00,-2.00,2.00,3.00 
2017/11/10 13:12:35;01,09;-1.00,-1.00,-3.00,-7.00,4.00,-2.00,2.00,3.00 
2017/11/10 13:12:35;01,08;16.00,70.00,4.00,1.00,0.00,-1.00,-1.00,2.00 
2017/11/10 13:12:35;01,09;-1.00,-1.00,-3.00,-13.00,1.00,-2.00,2.00,2.00 
2017/11/10 13:12:35;01,08;16.00,68.00,2.00,1.00,1.00,-2.00,-1.00,1.00 
2017/11/10 13:12:35;01,09;-1.00,-1.00,-1.00,-2.00,1.00,-2.00,2.00,1.00 
2017/11/10 13:12:35;01,09;-1.00,-1.00,-1.00,4.00,1.00,-2.00,2.00,1.00 
