TIMESTAMP;ID;OBJECT;RSSI
2017/11/10 13:10:33.851;ed5db2070ac93626;ENTRANCE DOOR;-95
2017/11/10 13:10:39.102;ed5db2070ac93626;ENTRANCE DOOR;-95
2017/11/10 13:10:44.269;ed5db2070ac93626;ENTRANCE DOOR;-74
2017/11/10 13:10:49.323;ed5db2070ac93626;ENTRANCE DOOR;-74
2017/11/10 13:10:54.528;ed5db2070ac93626;ENTRANCE DOOR;-59
2017/11/10 13:10:59.768;ed5db2070ac93626;ENTRANCE DOOR;-73
2017/11/10 13:11:04.984;ed5db2070ac93626;ENTRANCE DOOR;-73
2017/11/10 13:11:10.143;ed5db2070ac93626;ENTRANCE DOOR;-74
2017/11/10 13:11:15.365;ed5db2070ac93626;ENTRANCE DOOR;-74
2017/11/10 13:11:20.459;ed5db2070ac93626;ENTRANCE DOOR;-74
2017/11/10 13:11:25.851;ed5db2070ac93626;ENTRANCE DOOR;-78
2017/11/10 13:11:31.135;ed5db2070ac93626;ENTRANCE DOOR;-78
2017/11/10 13:11:36.399;ed5db2070ac93626;ENTRANCE DOOR;-78
2017/11/10 13:11:41.589;ed5db2070ac93626;ENTRANCE DOOR;-93
2017/11/10 13:11:46.827;a909c2973133b421;POT DRAWER;-91
2017/11/10 13:11:46.828;ed5db2070ac93626;ENTRANCE DOOR;-93
2017/11/10 13:11:46.829;06099f1be94516d9;FOOD CUPBOARD;-96
2017/11/10 13:11:51.995;a909c2973133b421;POT DRAWER;-91
2017/11/10 13:11:51.995;06099f1be94516d9;FOOD CUPBOARD;-96
2017/11/10 13:11:57.650;b141ab754dad1e55;FRIDGE;-85
2017/11/10 13:11:57.651;768a0ca423a37319;LAUNDRY BASKET;-90
2017/11/10 13:11:57.652;06099f1be94516d9;FOOD CUPBOARD;-94
2017/11/10 13:11:57.652;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/10 13:12:03.008;d895f89352efda14;WATER BOTTLE;-85
2017/11/10 13:12:03.012;b141ab754dad1e55;FRIDGE;-91
2017/11/10 13:12:03.012;06099f1be94516d9;FOOD CUPBOARD;-94
2017/11/10 13:12:03.013;768a0ca423a37319;LAUNDRY BASKET;-96
2017/11/10 13:12:03.014;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/10 13:12:03.014;a909c2973133b421;POT DRAWER;-100
2017/11/10 13:12:08.271;a909c2973133b421;POT DRAWER;-80
2017/11/10 13:12:08.277;b141ab754dad1e55;FRIDGE;-91
2017/11/10 13:12:08.295;06099f1be94516d9;FOOD CUPBOARD;-95
2017/11/10 13:12:08.296;d895f89352efda14;WATER BOTTLE;-96
2017/11/10 13:12:08.313;768a0ca423a37319;LAUNDRY BASKET;-96
2017/11/10 13:12:13.576;a909c2973133b421;POT DRAWER;-75
2017/11/10 13:12:13.577;d895f89352efda14;WATER BOTTLE;-82
2017/11/10 13:12:13.578;b141ab754dad1e55;FRIDGE;-92
2017/11/10 13:12:13.587;06099f1be94516d9;FOOD CUPBOARD;-95
2017/11/10 13:12:18.846;b141ab754dad1e55;FRIDGE;-84
2017/11/10 13:12:18.847;d895f89352efda14;WATER BOTTLE;-90
2017/11/10 13:12:18.847;a909c2973133b421;POT DRAWER;-94
2017/11/10 13:12:18.864;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/10 13:12:23.925;b141ab754dad1e55;FRIDGE;-84
2017/11/10 13:12:23.926;d895f89352efda14;WATER BOTTLE;-90
2017/11/10 13:12:23.927;a909c2973133b421;POT DRAWER;-94
2017/11/10 13:12:23.927;b924c01610110ab4;TOOTHBRUSH;-96
2017/11/10 13:12:29.241;06099f1be94516d9;FOOD CUPBOARD;-57
2017/11/10 13:12:29.243;d895f89352efda14;WATER BOTTLE;-95
2017/11/10 13:12:34.419;d895f89352efda14;WATER BOTTLE;-95
2017/11/10 13:12:34.420;06099f1be94516d9;FOOD CUPBOARD;-100
2017/11/10 13:12:39.645;06099f1be94516d9;FOOD CUPBOARD;-82
2017/11/10 13:12:39.646;d895f89352efda14;WATER BOTTLE;-92
2017/11/10 13:12:39.646;a909c2973133b421;POT DRAWER;-97
2017/11/10 13:12:39.647;ed5db2070ac93626;ENTRANCE DOOR;-100
2017/11/10 13:12:44.779;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-89
2017/11/10 13:12:44.780;d895f89352efda14;WATER BOTTLE;-92
2017/11/10 13:12:44.781;6f9f4861f45eb83d;MEDICINE BOX;-93
2017/11/10 13:12:44.788;a909c2973133b421;POT DRAWER;-97
2017/11/10 13:12:44.789;06099f1be94516d9;FOOD CUPBOARD;-100
2017/11/10 13:12:44.789;ed5db2070ac93626;ENTRANCE DOOR;-100
2017/11/10 13:12:49.985;d895f89352efda14;WATER BOTTLE;-74
2017/11/10 13:12:49.994;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-89
2017/11/10 13:12:49.995;6f9f4861f45eb83d;MEDICINE BOX;-93
2017/11/10 13:12:49.995;b141ab754dad1e55;FRIDGE;-93
2017/11/10 13:12:50.004;06099f1be94516d9;FOOD CUPBOARD;-99
2017/11/10 13:12:55.256;d895f89352efda14;WATER BOTTLE;-74
2017/11/10 13:12:55.257;b141ab754dad1e55;FRIDGE;-93
2017/11/10 13:12:55.263;06099f1be94516d9;FOOD CUPBOARD;-99
2017/11/10 13:13:00.680;a909c2973133b421;POT DRAWER;-83
2017/11/10 13:13:05.885;a909c2973133b421;POT DRAWER;-83
2017/11/10 13:13:05.885;768a0ca423a37319;LAUNDRY BASKET;-98
2017/11/10 13:13:11.056;d895f89352efda14;WATER BOTTLE;-94
2017/11/10 13:13:11.056;06099f1be94516d9;FOOD CUPBOARD;-98
2017/11/10 13:13:11.057;768a0ca423a37319;LAUNDRY BASKET;-98
2017/11/10 13:13:11.058;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-100
2017/11/10 13:13:16.341;b141ab754dad1e55;FRIDGE;-92
2017/11/10 13:13:16.342;d895f89352efda14;WATER BOTTLE;-97
2017/11/10 13:13:16.343;06099f1be94516d9;FOOD CUPBOARD;-98
2017/11/10 13:13:16.343;a909c2973133b421;POT DRAWER;-98
2017/11/10 13:13:16.344;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-100
2017/11/10 13:13:21.625;b141ab754dad1e55;FRIDGE;-92
2017/11/10 13:13:21.628;d895f89352efda14;WATER BOTTLE;-93
2017/11/10 13:13:21.630;a909c2973133b421;POT DRAWER;-95
2017/11/10 13:13:21.631;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-101
2017/11/10 13:13:26.722;d895f89352efda14;WATER BOTTLE;-93
2017/11/10 13:13:26.723;a909c2973133b421;POT DRAWER;-95
2017/11/10 13:13:26.723;fc0a68ebcdb1ab7c;PYJAMAS DRAWER;-101
2017/11/10 13:13:32.034;d895f89352efda14;WATER BOTTLE;-73
2017/11/10 13:13:32.035;ed5db2070ac93626;ENTRANCE DOOR;-96
2017/11/10 13:13:32.048;06099f1be94516d9;FOOD CUPBOARD;-98
2017/11/10 13:13:32.049;a909c2973133b421;POT DRAWER;-100
2017/11/10 13:13:37.215;b141ab754dad1e55;FRIDGE;-86
2017/11/10 13:13:37.215;ed5db2070ac93626;ENTRANCE DOOR;-96
2017/11/10 13:13:37.224;768a0ca423a37319;LAUNDRY BASKET;-96
2017/11/10 13:13:37.224;06099f1be94516d9;FOOD CUPBOARD;-97
2017/11/10 13:13:37.231;d895f89352efda14;WATER BOTTLE;-97
2017/11/10 13:13:37.231;a909c2973133b421;POT DRAWER;-100
2017/11/10 13:13:42.461;b141ab754dad1e55;FRIDGE;-82
2017/11/10 13:13:42.462;ed5db2070ac93626;ENTRANCE DOOR;-96
2017/11/10 13:13:42.462;768a0ca423a37319;LAUNDRY BASKET;-96
2017/11/10 13:13:42.463;06099f1be94516d9;FOOD CUPBOARD;-97
2017/11/10 13:13:42.464;d895f89352efda14;WATER BOTTLE;-97
2017/11/10 13:13:42.464;a909c2973133b421;POT DRAWER;-97
2017/11/10 13:13:47.751;768a0ca423a37319;LAUNDRY BASKET;-93
2017/11/10 13:13:47.753;d895f89352efda14;WATER BOTTLE;-94
2017/11/10 13:13:47.753;b141ab754dad1e55;FRIDGE;-97
2017/11/10 13:13:47.754;a909c2973133b421;POT DRAWER;-97
2017/11/10 13:13:52.922;b141ab754dad1e55;FRIDGE;-97
2017/11/10 13:13:52.923;768a0ca423a37319;LAUNDRY BASKET;-98
2017/11/10 13:13:52.923;d895f89352efda14;WATER BOTTLE;-99
2017/11/10 13:13:58.115;d895f89352efda14;WATER BOTTLE;-99
2017/11/10 13:14:03.369;d895f89352efda14;WATER BOTTLE;-81
2017/11/10 13:14:03.370;a909c2973133b421;POT DRAWER;-95
2017/11/10 13:14:08.606;d895f89352efda14;WATER BOTTLE;-81
2017/11/10 13:14:08.607;b141ab754dad1e55;FRIDGE;-85
2017/11/10 13:14:08.608;a909c2973133b421;POT DRAWER;-95
2017/11/10 13:14:08.641;06099f1be94516d9;FOOD CUPBOARD;-100
2017/11/10 13:14:14.010;b141ab754dad1e55;FRIDGE;-85
2017/11/10 13:14:14.010;d895f89352efda14;WATER BOTTLE;-86
2017/11/10 13:14:14.011;06099f1be94516d9;FOOD CUPBOARD;-100
2017/11/10 13:14:19.217;b141ab754dad1e55;FRIDGE;-68
2017/11/10 13:14:19.218;06099f1be94516d9;FOOD CUPBOARD;-90
2017/11/10 13:14:24.560;d895f89352efda14;WATER BOTTLE;-76
2017/11/10 13:14:24.564;b141ab754dad1e55;FRIDGE;-93
2017/11/10 13:14:24.564;768a0ca423a37319;LAUNDRY BASKET;-94
2017/11/10 13:14:24.565;06099f1be94516d9;FOOD CUPBOARD;-103
2017/11/10 13:14:29.859;d895f89352efda14;WATER BOTTLE;-76
2017/11/10 13:14:29.860;b141ab754dad1e55;FRIDGE;-93
2017/11/10 13:14:29.884;768a0ca423a37319;LAUNDRY BASKET;-94
2017/11/10 13:14:35.245;d895f89352efda14;WATER BOTTLE;-75
2017/11/10 13:14:35.245;b141ab754dad1e55;FRIDGE;-90
2017/11/10 13:14:35.257;ed5db2070ac93626;ENTRANCE DOOR;-95
2017/11/10 13:14:35.257;06099f1be94516d9;FOOD CUPBOARD;-98
2017/11/10 13:14:35.258;768a0ca423a37319;LAUNDRY BASKET;-99
2017/11/10 13:14:40.507;d895f89352efda14;WATER BOTTLE;-78
