TIMESTAMP;DEVICE;CAPACITANCE
2017/10/31 11:12:46;01,09;0.00,0.00,-1.00,-1.00,0.00,-3.00,-1.00,0.00
2017/10/31 11:12:47;01,09;0.00,0.00,-1.00,-1.00,0.00,-1.00,-1.00,0.00
2017/10/31 11:12:47;01,09;0.00,0.00,-2.00,-1.00,0.00,-3.00,-1.00,0.00
2017/10/31 11:13:36;01,07;0.00,-1.00,-2.00,1.00,0.00,0.00,11.00,-2.00
2017/10/31 11:13:36;01,07;1.00,-1.00,-2.00,-1.00,0.00,-1.00,0.00,-3.00
2017/10/31 11:13:37;01,07;1.00,-1.00,-2.00,1.00,1.00,-1.00,-1.00,-4.00
2017/10/31 11:13:37;01,07;2.00,-1.00,-2.00,1.00,1.00,-1.00,-1.00,-4.00
2017/10/31 11:14:49;01,07;0.00,1.00,-1.00,-1.00,0.00,0.00,11.00,-1.00
2017/10/31 11:14:50;01,07;-1.00,0.00,-1.00,-1.00,0.00,0.00,7.00,-1.00
2017/10/31 11:14:50;01,07;0.00,0.00,-1.00,0.00,0.00,0.00,6.00,-1.00
2017/10/31 11:14:50;01,07;-1.00,1.00,-1.00,-1.00,-1.00,1.00,1.00,-1.00
2017/10/31 11:14:51;01,07;-1.00,0.00,-2.00,-1.00,-1.00,0.00,0.00,-1.00
2017/10/31 11:14:51;01,07;0.00,0.00,-1.00,-1.00,0.00,-1.00,1.00,-2.00
2017/10/31 11:14:51;01,07;0.00,0.00,-1.00,0.00,1.00,0.00,2.00,-2.00
2017/10/31 11:14:54;01,07;0.00,0.00,-2.00,0.00,1.00,1.00,12.00,-2.00
2017/10/31 11:14:54;01,07;0.00,-1.00,-2.00,1.00,1.00,-1.00,5.00,0.00
2017/10/31 11:14:55;01,07;-1.00,0.00,-1.00,-1.00,-1.00,-1.00,2.00,-1.00
2017/10/31 11:14:55;01,07;0.00,0.00,-1.00,-1.00,0.00,-4.00,-1.00,-1.00
2017/10/31 11:14:56;01,07;-1.00,0.00,-1.00,-1.00,-1.00,-2.00,-1.00,-1.00
2017/10/31 11:14:56;01,07;-1.00,0.00,-1.00,0.00,-1.00,-1.00,-1.00,-1.00
2017/10/31 11:14:59;04,02;0.00,4.00,6.00,1.00,-1.00,-1.00,-1.00,1.00
2017/10/31 11:14:59;04,02;2.00,12.00,19.00,0.00,-1.00,-1.00,-2.00,1.00
2017/10/31 11:14:59;04,02;4.00,26.00,23.00,1.00,-1.00,-2.00,-2.00,-1.00
2017/10/31 11:15:00;04,02;12.00,21.00,7.00,2.00,-1.00,-1.00,-1.00,1.00
2017/10/31 11:15:00;04,02;7.00,14.00,14.00,3.00,0.00,-1.00,-1.00,3.00
2017/10/31 11:15:00;04,02;4.00,5.00,18.00,2.00,-1.00,-1.00,0.00,2.00
2017/10/31 11:15:00;04,02;5.00,-6.00,18.00,2.00,0.00,-1.00,1.00,2.00
2017/10/31 11:15:00;04,03;0.00,-1.00,2.00,6.00,-1.00,0.00,0.00,-1.00
2017/10/31 11:15:00;04,02;9.00,-9.00,14.00,15.00,-1.00,-1.00,-2.00,1.00
2017/10/31 11:15:01;04,02;72.00,-7.00,16.00,11.00,0.00,-2.00,-2.00,1.00
2017/10/31 11:15:01;04,02;42.00,-4.00,19.00,11.00,0.00,-1.00,-2.00,3.00
2017/10/31 11:15:01;04,03;0.00,-1.00,-2.00,3.00,-2.00,-3.00,-2.00,-2.00
2017/10/31 11:15:01;04,02;41.00,2.00,29.00,13.00,-1.00,0.00,-1.00,2.00
2017/10/31 11:15:01;01,07;-1.00,-1.00,0.00,0.00,-2.00,0.00,11.00,-1.00
2017/10/31 11:15:01;04,02;44.00,5.00,35.00,16.00,-1.00,0.00,0.00,2.00
2017/10/31 11:15:01;04,03;0.00,-1.00,1.00,8.00,-1.00,-2.00,-2.00,-2.00
2017/10/31 11:15:01;04,02;-30.00,7.00,62.00,25.00,-1.00,0.00,2.00,2.00
2017/10/31 11:15:01;04,02;-20.00,7.00,69.00,31.00,-1.00,0.00,2.00,2.00
2017/10/31 11:15:01;04,02;-11.00,14.00,52.00,28.00,-1.00,0.00,0.00,1.00
2017/10/31 11:15:02;04,03;0.00,-1.00,7.00,8.00,-1.00,-2.00,-2.00,-2.00
2017/10/31 11:15:02;04,02;-5.00,17.00,48.00,28.00,-1.00,0.00,1.00,1.00
2017/10/31 11:15:02;04,02;1.00,21.00,45.00,21.00,-1.00,0.00,1.00,1.00
2017/10/31 11:15:02;04,02;6.00,24.00,34.00,18.00,-1.00,0.00,1.00,2.00
2017/10/31 11:15:02;04,03;-1.00,-1.00,15.00,15.00,-2.00,0.00,-1.00,-2.00
2017/10/31 11:15:02;01,07;-1.00,-2.00,-1.00,0.00,0.00,-4.00,5.00,-1.00
2017/10/31 11:15:02;04,02;10.00,33.00,20.00,9.00,-1.00,0.00,3.00,2.00
2017/10/31 11:15:02;04,02;12.00,51.00,20.00,15.00,-1.00,0.00,1.00,2.00
2017/10/31 11:15:02;01,07;-1.00,-1.00,-1.00,-1.00,0.00,-3.00,6.00,-2.00
2017/10/31 11:15:02;04,03;-2.00,0.00,59.00,4.00,0.00,-1.00,0.00,0.00
2017/10/31 11:15:02;04,02;11.00,31.00,21.00,8.00,-1.00,0.00,3.00,2.00
2017/10/31 11:15:02;04,03;-1.00,0.00,44.00,4.00,0.00,-1.00,1.00,0.00
2017/10/31 11:15:03;04,02;10.00,32.00,20.00,9.00,-1.00,0.00,2.00,2.00
2017/10/31 11:15:03;04,03;-1.00,0.00,4.00,4.00,0.00,-2.00,-1.00,0.00
2017/10/31 11:15:03;04,02;11.00,50.00,20.00,10.00,-1.00,0.00,3.00,2.00
2017/10/31 11:15:03;04,03;-1.00,0.00,-9.00,3.00,0.00,-1.00,0.00,0.00
2017/10/31 11:15:03;04,02;11.00,61.00,22.00,12.00,-1.00,0.00,3.00,2.00
2017/10/31 11:15:03;04,02;11.00,44.00,25.00,18.00,-1.00,0.00,1.00,1.00
2017/10/31 11:15:03;04,02;11.00,32.00,30.00,40.00,-1.00,0.00,2.00,2.00
2017/10/31 11:15:04;04,03;-1.00,0.00,-2.00,2.00,0.00,-3.00,-1.00,-1.00
2017/10/31 11:15:04;04,02;6.00,32.00,31.00,52.00,0.00,-1.00,1.00,1.00
2017/10/31 11:15:04;01,07;0.00,-1.00,-1.00,0.00,-1.00,-1.00,-1.00,-1.00
2017/10/31 11:15:05;04,02;2.00,21.00,34.00,57.00,0.00,-1.00,1.00,1.00
2017/10/31 11:15:05;01,07;1.00,-1.00,0.00,0.00,-1.00,-1.00,-3.00,-1.00
2017/10/31 11:15:05;04,02;1.00,13.00,36.00,61.00,0.00,-1.00,2.00,1.00
2017/10/31 11:15:05;04,02;1.00,2.00,38.00,64.00,0.00,-1.00,2.00,1.00
2017/10/31 11:15:05;01,07;0.00,-1.00,0.00,1.00,0.00,-3.00,-4.00,-1.00
2017/10/31 11:15:05;04,02;25.00,10.00,20.00,30.00,0.00,-1.00,0.00,1.00
2017/10/31 11:15:05;04,02;27.00,13.00,25.00,38.00,0.00,-1.00,1.00,1.00
2017/10/31 11:15:06;04,02;31.00,15.00,21.00,37.00,0.00,-1.00,0.00,1.00
2017/10/31 11:15:06;01,07;0.00,0.00,1.00,1.00,-1.00,-3.00,-4.00,2.00
2017/10/31 11:15:06;04,03;0.00,0.00,2.00,5.00,-1.00,-1.00,1.00,0.00
