TIMESTAMP;X;Y;Z
2017/11/20 17:06:15.864;10.551636;-5.9995728;0.62879944
2017/11/20 17:06:15.886;11.064606;-6.4934998;0.2372284
2017/11/20 17:06:15.903;11.191956;-5.7686768;0.33720398
2017/11/20 17:06:15.923;11.1657715;-6.3578186;-0.5363922
2017/11/20 17:06:15.943;10.550446;-8.682251;-2.3776093
2017/11/20 17:06:15.964;9.774445;-9.523712;-2.2395477
2017/11/20 17:06:15.984;8.674713;-9.0512085;-2.4026031
2017/11/20 17:06:16.002;7.0334473;-10.271149;-4.4711456
2017/11/20 17:06:16.023;5.6242676;-10.398499;-5.873184
2017/11/20 17:06:16.043;4.947052;-7.9538574;-5.898178
2017/11/20 17:06:16.061;5.788513;-6.103119;-5.5208893
2017/11/20 17:06:16.081;6.8882446;-4.1571655;-5.5232697
2017/11/20 17:06:16.102;7.4202576;-4.0357666;-3.4071198
2017/11/20 17:06:16.122;7.283386;-3.6061096;-3.0143585
2017/11/20 17:06:16.141;7.3476562;-1.9243774;-4.2271576
2017/11/20 17:06:16.160;7.397644;1.170105;-3.7451324
2017/11/20 17:06:16.180;7.045349;3.5219116;-1.901535
2017/11/20 17:06:16.207;7.2143555;4.7727966;0.978714
2017/11/20 17:06:16.219;8.3307495;1.7580566;2.1581879
2017/11/20 17:06:16.240;10.085083;-8.065735;3.281723
2017/11/20 17:06:16.260;11.777527;-10.785309;2.4771576
2017/11/20 17:06:16.280;10.951538;-11.43277;0.77638245
2017/11/20 17:06:16.308;6.28244;-14.235657;-2.0253143
2017/11/20 17:06:16.326;4.260315;-11.119751;-2.2133636
2017/11/20 17:06:16.339;4.798279;-7.2480774;-3.209549
2017/11/20 17:06:16.359;5.4493103;-7.6920166;-3.0762482
2017/11/20 17:06:16.379;4.7006836;-7.661072;-3.2309723
2017/11/20 17:06:16.398;4.2008057;-5.976959;-3.158371
2017/11/20 17:06:16.418;4.7756653;-5.34021;-2.1395721
2017/11/20 17:06:16.438;5.5802307;-4.973633;-1.1100616
2017/11/20 17:06:16.458;6.4514465;-5.264038;-0.6018524
2017/11/20 17:06:16.477;6.953705;-5.454468;-0.86131287
2017/11/20 17:06:16.497;7.5428467;-6.399475;-1.9539032
2017/11/20 17:06:16.519;8.193878;-7.096924;-2.8941498
2017/11/20 17:06:16.537;9.032959;-8.214508;-3.807022
2017/11/20 17:06:16.557;10.06366;-10.08548;-3.8272552
2017/11/20 17:06:16.576;11.074127;-10.166412;-3.415451
2017/11/20 17:06:16.597;11.41214;-9.210693;-2.7953644
2017/11/20 17:06:16.616;10.781342;-8.177612;-1.9467621
2017/11/20 17:06:16.637;8.84967;-7.757477;-2.0598297
2017/11/20 17:06:16.656;7.403595;-9.436829;-1.3552399
2017/11/20 17:06:16.676;6.956085;-10.442535;-0.1091156
2017/11/20 17:06:16.696;6.363373;-10.621063;1.6404572
2017/11/20 17:06:16.715;5.331482;-8.653687;3.9018097
2017/11/20 17:06:16.738;4.6566467;-5.5556335;6.059616
2017/11/20 17:06:16.753;3.446228;-4.839142;5.359787
2017/11/20 17:06:16.773;1.7740173;-6.8695984;3.1234283
2017/11/20 17:06:16.795;1.2681885;-10.211639;-0.5387726
2017/11/20 17:06:16.813;0.2874756;-10.383026;-1.7884674
2017/11/20 17:06:16.833;-0.7527466;-9.014313;-1.0386505
2017/11/20 17:06:16.853;-0.5551758;-8.570374;-0.7446747
2017/11/20 17:06:16.873;-0.58255005;-7.995514;-1.4147491
2017/11/20 17:06:16.893;0.049438477;-5.283081;-0.16386414
2017/11/20 17:06:16.922;2.163208;-4.3892517;2.4914398
2017/11/20 17:06:16.953;1.9953918;-3.8215332;5.211014
2017/11/20 17:06:16.953;1.1836853;-6.392334;3.8696747
2017/11/20 17:06:16.971;2.8451843;-9.5130005;1.7416229
2017/11/20 17:06:16.992;5.775421;-9.607025;0.9763336
2017/11/20 17:06:17.013;6.2407837;-7.4277954;1.4059906
2017/11/20 17:06:17.033;4.973236;-6.245941;3.6375885
2017/11/20 17:06:17.050;5.177948;-4.6380005;7.130783
2017/11/20 17:06:17.071;7.9641724;-4.3047485;5.9013214
2017/11/20 17:06:17.090;8.553314;-8.2430725;4.3374176
2017/11/20 17:06:17.124;7.4631042;-13.282318;1.3167267
2017/11/20 17:06:17.129;7.017975;-8.901245;3.6423492
2017/11/20 17:06:17.149;5.826599;-7.2814026;3.423355
2017/11/20 17:06:17.171;5.3731384;-6.9909973;2.4402618
2017/11/20 17:06:17.189;5.2374573;-5.319977;2.8246918
2017/11/20 17:06:17.210;4.9577637;-5.558014;3.9375153
2017/11/20 17:06:17.229;5.3493347;-6.2804565;4.493332
2017/11/20 17:06:17.249;5.788513;-5.9662476;5.514511
2017/11/20 17:06:17.269;5.1803284;-6.725586;4.8575287
2017/11/20 17:06:17.289;5.0863037;-6.6648865;6.047714
2017/11/20 17:06:17.308;6.6573486;-4.332123;8.129349
2017/11/20 17:06:17.328;8.246246;-3.0300598;8.000809
2017/11/20 17:06:17.348;8.863953;-2.9634094;7.823471
2017/11/20 17:06:17.368;10.399292;-2.3349915;8.363815
2017/11/20 17:06:17.388;10.568298;-2.8301086;8.506638
2017/11/20 17:06:17.407;9.407867;-3.4323425;7.5556793
2017/11/20 17:06:17.427;9.803009;-4.428528;7.2747955
2017/11/20 17:06:17.447;10.509979;-5.698456;7.30217
2017/11/20 17:06:17.467;9.259094;-5.910309;7.1414948
2017/11/20 17:06:17.487;7.716614;-6.141205;6.6832733
2017/11/20 17:06:17.506;6.494293;-6.7946167;6.784439
2017/11/20 17:06:17.526;5.9956055;-6.855316;7.631851
2017/11/20 17:06:17.546;4.175812;-5.4389954;6.942734
2017/11/20 17:06:17.566;3.5628662;-4.4570923;5.2919464
2017/11/20 17:06:17.586;4.0127563;-4.9522095;3.6506805
2017/11/20 17:06:17.605;3.6009521;-5.4461365;2.8365936
2017/11/20 17:06:17.626;2.849945;-5.3949585;3.6554413
2017/11/20 17:06:17.645;2.8999329;-5.21286;3.4911957
2017/11/20 17:06:17.665;3.0903625;-5.34021;2.3438568
2017/11/20 17:06:17.685;3.1105957;-6.7279663;-0.1507721
2017/11/20 17:06:17.705;2.88089;-7.4420776;-1.0124664
2017/11/20 17:06:17.723;3.1463013;-7.1849976;-0.17100525
2017/11/20 17:06:17.743;3.0332336;-6.5244446;0.37528992
2017/11/20 17:06:17.763;3.6604614;-6.1566772;1.4631195
2017/11/20 17:06:17.782;4.1817627;-7.628937;-0.6042328
2017/11/20 17:06:17.803;4.8482666;-10.005737;-1.3052521
2017/11/20 17:06:17.823;5.9456177;-10.577026;0.138443
2017/11/20 17:06:17.842;6.352661;-9.439209;1.9272919
2017/11/20 17:06:17.863;7.026306;-8.22403;2.0998688
2017/11/20 17:06:17.884;8.402161;-6.0757446;3.7161407
2017/11/20 17:06:17.901;8.904419;-3.8048706;2.337906
2017/11/20 17:06:17.921;8.3497925;-5.9710083;1.029892
2017/11/20 17:06:17.943;8.564026;-5.8436584;0.7371063
2017/11/20 17:06:17.961;9.196014;-8.48468;-1.2266998
2017/11/20 17:06:17.981;8.435486;-8.009796;-1.9515228
2017/11/20 17:06:18.001;7.461914;-7.00885;-2.1955109
2017/11/20 17:06:18.021;7.3678894;-7.175476;-1.80513
2017/11/20 17:06:18.041;7.0025024;-7.3337708;-1.311203
2017/11/20 17:06:18.061;6.371704;-7.1219177;-0.89582825
2017/11/20 17:06:18.080;6.5859375;-6.6077576;-1.1814728
2017/11/20 17:06:18.100;6.788269;-5.6889343;-1.3933258
2017/11/20 17:06:18.120;7.1750793;-6.393524;-0.4542694
2017/11/20 17:06:18.142;7.069153;-5.572296;-0.11268616
2017/11/20 17:06:18.161;6.7156677;-4.9450684;-0.11982727
2017/11/20 17:06:18.182;6.575226;-4.493988;-0.65660095
2017/11/20 17:06:18.202;7.1834106;-4.629669;-1.1576691
2017/11/20 17:06:18.220;7.88443;-5.4639893;-0.87916565
2017/11/20 17:06:18.240;7.4119263;-6.6875;-0.84703064
2017/11/20 17:06:18.260;6.626404;-7.443268;-1.1017303
2017/11/20 17:06:18.280;6.3562317;-6.339966;-1.5956573
2017/11/20 17:06:18.300;7.1048584;-6.323303;-1.7956085
2017/11/20 17:06:18.320;7.2393494;-7.1409607;-2.0788727
2017/11/20 17:06:18.339;6.800171;-6.630371;-1.9824677
2017/11/20 17:06:18.359;6.518097;-6.886261;-1.9455719
2017/11/20 17:06:18.379;7.025116;-6.4804077;-1.8646393
2017/11/20 17:06:18.399;6.7835083;-6.6970215;-2.2895355
2017/11/20 17:06:18.418;6.6573486;-7.3885193;-2.5537567
2017/11/20 17:06:18.438;6.569275;-7.090973;-2.7180023
2017/11/20 17:06:18.458;6.288391;-6.4804077;-2.4680634
2017/11/20 17:06:18.478;6.972748;-6.30307;-2.4002228
2017/11/20 17:06:18.497;7.0405884;-7.545624;-3.3261871
2017/11/20 17:06:18.517;6.459778;-7.9229126;-3.7368011
2017/11/20 17:06:18.537;6.403839;-7.764618;-3.357132
2017/11/20 17:06:18.556;6.6966248;-8.501343;-3.2726288
2017/11/20 17:06:18.575;7.05249;-8.48587;-2.8108368
2017/11/20 17:06:18.595;6.865631;-8.0336;-2.6846771
2017/11/20 17:06:18.617;6.320526;-7.663452;-3.0893402
2017/11/20 17:06:18.635;5.6314087;-7.6479797;-3.4749603
2017/11/20 17:06:18.657;5.048218;-8.322815;-4.2450104
2017/11/20 17:06:18.675;4.691162;-8.796509;-5.2138214
2017/11/20 17:06:18.694;4.248413;-9.615356;-5.71727
2017/11/20 17:06:18.714;3.8163757;-10.6996155;-6.35997
2017/11/20 17:06:18.734;3.478363;-11.718414;-7.102646
2017/11/20 17:06:18.754;3.1224976;-11.568451;-7.583481
2017/11/20 17:06:18.774;2.5559692;-11.05191;-8.098831
2017/11/20 17:06:18.794;2.0394287;-11.181641;-8.405899
2017/11/20 17:06:18.812;2.0334778;-11.3685;-8.828415
2017/11/20 17:06:18.834;2.1739197;-10.204498;-7.635849
2017/11/20 17:06:18.854;2.104889;-7.975281;-5.90889
2017/11/20 17:06:18.871;1.7668762;-7.477783;-4.4699554
2017/11/20 17:06:18.894;1.5562134;-7.891968;-4.248581
2017/11/20 17:06:18.914;1.6859436;-8.268066;-4.0486298
2017/11/20 17:06:18.934;1.9096985;-8.54776;-2.7596588
2017/11/20 17:06:18.953;1.4836121;-7.7491455;-1.061264
2017/11/20 17:06:18.972;1.0111084;-6.4649353;0.36457825
2017/11/20 17:06:18.992;0.6588135;-6.0436096;-0.57566833
2017/11/20 17:06:19.010;0.16845703;-6.885071;-0.54115295
2017/11/20 17:06:19.030;0.57788086;-8.044312;1.3738556
2017/11/20 17:06:19.051;0.67666626;-7.752716;3.0603485
2017/11/20 17:06:19.069;0.051818848;-6.6720276;3.6959076
2017/11/20 17:06:19.092;-0.73727417;-6.9160156;4.281479
2017/11/20 17:06:19.112;-0.20050049;-7.495636;4.1446075
2017/11/20 17:06:19.132;0.028015137;-7.225464;4.257675
2017/11/20 17:06:19.150;-0.7908325;-5.7044067;5.026535
2017/11/20 17:06:19.170;-1.3049927;-4.757019;6.3512115
2017/11/20 17:06:19.190;-1.5335083;-4.44162;7.2938385
2017/11/20 17:06:19.210;-1.8286743;-3.7120361;8.357864
2017/11/20 17:06:19.230;-1.9012756;-3.4763794;8.837509
2017/11/20 17:06:19.250;-1.9762573;-3.6549072;8.754196
2017/11/20 17:06:19.269;-2.127411;-4.083374;9.119583
2017/11/20 17:06:19.289;-2.3761597;-4.148834;9.235031
2017/11/20 17:06:19.309;-2.7617798;-3.6834717;9.224319
2017/11/20 17:06:19.327;-2.936737;-3.4894714;8.893448
2017/11/20 17:06:19.348;-3.135498;-3.3894958;8.320969
2017/11/20 17:06:19.368;-3.2842712;-3.332367;8.051987
2017/11/20 17:06:19.388;-3.461609;-3.006256;8.048416
2017/11/20 17:06:19.408;-3.4663696;-2.9705505;8.275742
2017/11/20 17:06:19.427;-3.5413513;-3.0348206;8.257889
2017/11/20 17:06:19.447;-3.6794128;-3.313324;8.307877
2017/11/20 17:06:19.467;-3.7651062;-3.2895203;8.237656
2017/11/20 17:06:19.486;-3.769867;-3.152649;8.356674
2017/11/20 17:06:19.507;-3.7734375;-3.5418396;8.422134
2017/11/20 17:06:19.525;-3.7793884;-3.6394348;8.380478
2017/11/20 17:06:19.547;-3.7758179;-3.5454102;8.174576
2017/11/20 17:06:19.565;-3.7341614;-3.5097046;8.113876
2017/11/20 17:06:19.585;-3.7329712;-3.7655945;8.159103
2017/11/20 17:06:19.604;-3.8674622;-3.92865;8.125778
2017/11/20 17:06:19.624;-3.9460144;-3.6822815;8.354294
2017/11/20 17:06:19.644;-3.949585;-3.6560974;8.356674
2017/11/20 17:06:19.664;-4.0507507;-3.7322693;8.39238
2017/11/20 17:06:19.682;-4.181671;-3.551361;8.317398
2017/11/20 17:06:19.704;-4.295929;-3.5216064;8.484024
2017/11/20 17:06:19.724;-4.4589844;-3.6239624;8.360245
2017/11/20 17:06:19.744;-4.821991;-3.8953247;8.378098
2017/11/20 17:06:19.764;-5.194519;-3.9131775;8.495926
2017/11/20 17:06:19.784;-5.64917;-4.0107727;8.489975
2017/11/20 17:06:19.804;-6.0002747;-3.9976807;8.822037
2017/11/20 17:06:19.824;-6.2502136;-3.8036804;8.537582
2017/11/20 17:06:19.845;-6.388275;-3.2716675;8.047226
2017/11/20 17:06:19.864;-6.4049377;-4.4201965;7.456894
2017/11/20 17:06:19.883;-6.521576;-5.360443;6.815384
2017/11/20 17:06:19.902;-6.4870605;-5.5794373;6.784439
2017/11/20 17:06:19.922;-6.432312;-5.912689;6.6582794
2017/11/20 17:06:19.940;-6.6608276;-5.752014;5.929886
2017/11/20 17:06:19.962;-7.0571594;-6.642273;4.99321
2017/11/20 17:06:19.982;-7.414215;-7.9931335;4.4850006
2017/11/20 17:06:20.002;-7.6784363;-7.163574;5.326462
2017/11/20 17:06:20.022;-7.7557983;-6.5815735;5.7358856
2017/11/20 17:06:20.041;-8.202118;-6.532776;5.409775
2017/11/20 17:06:20.062;-8.53537;-6.4720764;5.1657867
