TIMESTAMP;OBJECT;STATE;HABITANT
2017/11/15 13:14:00.0;SM1;No movement;Mario
2017/11/15 13:14:01.0;SM1;Movement;Mario
2017/11/15 13:14:12.0;C04;Open;Mario
2017/11/15 13:14:25.0;C04;Close;Mario
2017/11/15 13:14:33.0;D10;Open;Mario
2017/11/15 13:14:55.0;D10;Close;Mario
2017/11/15 13:15:11.0;SM1;No movement;Mario
2017/11/15 13:15:15.0;SM1;Movement;Mario
2017/11/15 13:15:25.0;SM1;No movement;Mario
2017/11/15 13:15:26.0;SM1;Movement;Mario
2017/11/15 13:15:45.0;D10;Open;Mario
2017/11/15 13:15:51.0;D10;Close;Mario
2017/11/15 13:16:11.0;SM1;No movement;Mario
2017/11/15 13:16:12.0;SM1;Movement;Mario
2017/11/15 13:16:57.0;SM1;No movement;Mario
2017/11/15 13:17:03.0;SM1;Movement;Mario
2017/11/15 13:17:33.0;SM1;No movement;Mario
2017/11/15 13:17:34.0;SM1;Movement;Mario
2017/11/15 13:17:43.0;SM1;No movement;Mario
2017/11/15 13:17:45.0;SM1;Movement;Mario
2017/11/15 13:18:29.0;SM1;No movement;Mario
2017/11/15 13:18:35.0;SM1;Movement;Mario
2017/11/15 13:18:45.0;SM1;No movement;Mario
2017/11/15 13:18:55.0;SM1;Movement;Mario
2017/11/15 13:19:31.0;SM1;No movement;Mario
2017/11/15 13:19:33.0;SM1;Movement;Mario
2017/11/15 13:19:58.0;SM1;No movement;Mario
2017/11/15 13:20:06.0;SM1;Movement;Mario
2017/11/15 13:20:26.0;SM1;No movement;Mario
2017/11/15 13:20:46.0;SM1;Movement;Mario
2017/11/15 13:21:16.0;SM1;No movement;Mario
2017/11/15 13:21:37.0;SM1;Movement;Mario
2017/11/15 13:21:45.0;D08;Open;Mario
2017/11/15 13:21:52.0;D08;Close;Mario
2017/11/15 13:22:37.0;D10;Open;Mario
2017/11/15 13:22:57.0;D10;Close;Mario
2017/11/15 13:24:07.0;SM1;No movement;Mario
2017/11/15 13:24:50.0;SM1;Movement;Mario
2017/11/15 13:25:00.0;SM1;No movement;Mario
2017/11/15 13:25:40.0;SM1;Movement;Mario
2017/11/15 13:25:55.0;SM1;No movement;Mario
2017/11/15 13:28:00.0;SM1;Movement;Mario
2017/11/15 13:28:10.0;SM1;No movement;Mario
2017/11/15 13:28:37.0;SM1;Movement;Mario
2017/11/15 13:28:47.0;SM1;No movement;Mario
2017/11/15 13:28:48.0;SM1;Movement;Mario
2017/11/15 13:29:09.0;SM1;No movement;Mario
2017/11/15 13:29:34.0;SM1;Movement;Mario
2017/11/15 13:30:16.0;SM4;No movement;Mario
2017/11/15 13:30:28.0;SM3;No movement;Mario
2017/11/15 13:30:45.0;SM3;Movement;Mario
2017/11/15 13:30:56.0;C09;Open;Mario
2017/11/15 13:31:09.0;C09;Close;Mario
2017/11/15 13:31:35.0;SM3;No movement;Mario
2017/11/15 13:31:38.0;TV0;Open;Mario
2017/11/15 13:31:39.0;SM4;No movement;Mario
2017/11/15 13:31:46.0;S09;Pressure;Mario
2017/11/15 13:31:56.0;S09;Pressure;Mario
2017/11/15 13:32:04.0;SM5;No movement;Mario
2017/11/15 13:35:00.0;SM5;Movement;Mario
2017/11/15 13:35:10.0;SM5;No movement;Mario
2017/11/15 13:35:58.0;SM5;Movement;Mario
2017/11/15 13:36:08.0;SM5;No movement;Mario
2017/11/15 13:38:26.0;SM5;Movement;Mario
2017/11/15 13:38:46.0;SM5;No movement;Mario
2017/11/15 13:39:01.0;SM5;Movement;Mario
2017/11/15 13:39:11.0;SM5;No movement;Mario
2017/11/15 13:39:24.0;SM5;Movement;Mario
2017/11/15 13:39:32.0;S09;Pressure;Mario
2017/11/15 13:39:33.0;S09;Pressure;Mario
2017/11/15 13:39:35.0;S09;Pressure;Mario
2017/11/15 13:39:36.0;S09;Pressure;Mario
2017/11/15 13:39:37.0;S09;No Pressure;Mario
2017/11/15 13:39:39.0;SM5;No movement;Mario
2017/11/15 13:39:41.0;SM5;Movement;Mario
2017/11/15 13:39:48.0;S09;Pressure;Mario
2017/11/15 13:39:49.0;S09;No Pressure;Mario
2017/11/15 13:39:51.0;S09;No Pressure;Mario
2017/11/15 13:39:54.0;S09;Pressure;Mario
2017/11/15 13:39:55.0;S09;No Pressure;Mario
2017/11/15 13:39:56.0;S09;No Pressure;Mario
2017/11/15 13:39:57.0;S09;No Pressure;Mario
2017/11/15 13:39:58.0;S09;No Pressure;Mario
2017/11/15 13:39:59.0;S09;No Pressure;Mario
2017/11/15 13:40:05.0;SM5;No movement;Mario
2017/11/15 13:40:05.0;S09;Pressure;Mario
2017/11/15 13:40:06.0;S09;No Pressure;Mario
2017/11/15 13:40:07.0;S09;No Pressure;Mario
2017/11/15 13:40:11.0;S09;Pressure;Mario
2017/11/15 13:40:12.0;S09;No Pressure;Mario
2017/11/15 13:40:13.0;S09;No Pressure;Mario
2017/11/15 13:40:14.0;SM5;Movement;Mario
2017/11/15 13:40:14.0;S09;Pressure;Mario
2017/11/15 13:40:15.0;S09;No Pressure;Mario
2017/11/15 13:40:19.0;S09;Pressure;Mario
2017/11/15 13:40:20.0;S09;No Pressure;Mario
2017/11/15 13:40:21.0;S09;No Pressure;Mario
2017/11/15 13:40:22.0;S09;No Pressure;Mario
2017/11/15 13:40:23.0;S09;No Pressure;Mario
2017/11/15 13:40:24.0;S09;Pressure;Mario
2017/11/15 13:40:25.0;S09;No Pressure;Mario
2017/11/15 13:40:26.0;S09;Pressure;Mario
2017/11/15 13:40:27.0;S09;Pressure;Mario
2017/11/15 13:40:28.0;S09;No Pressure;Mario
2017/11/15 13:40:29.0;SM5;No movement;Mario
2017/11/15 13:40:30.0;S09;No Pressure;Mario
2017/11/15 13:40:34.0;S09;No Pressure;Mario
2017/11/15 13:40:38.0;S09;Pressure;Mario
2017/11/15 13:40:39.0;S09;No Pressure;Mario
2017/11/15 13:40:40.0;S09;No Pressure;Mario
2017/11/15 13:40:41.0;S09;Pressure;Mario
2017/11/15 13:40:42.0;S09;No Pressure;Mario
2017/11/15 13:40:48.0;SM5;Movement;Mario
2017/11/15 13:40:50.0;S09;Pressure;Mario
2017/11/15 13:40:51.0;SM5;Movement;Mario
2017/11/15 13:40:51.0;S09;Pressure;Mario
2017/11/15 13:40:52.0;S09;Pressure;Mario
2017/11/15 13:40:53.0;S09;No Pressure;Mario
2017/11/15 13:40:54.0;S09;No Pressure;Mario
2017/11/15 13:40:57.0;S09;Pressure;Mario
2017/11/15 13:40:58.0;SM5;No movement;Mario
2017/11/15 13:40:58.0;S09;No Pressure;Mario
2017/11/15 13:41:02.0;SM5;Movement;Mario
2017/11/15 13:41:03.0;S09;Pressure;Mario
2017/11/15 13:41:04.0;S09;No Pressure;Mario
2017/11/15 13:41:06.0;S09;No Pressure;Mario
2017/11/15 13:41:08.0;S09;Pressure;Mario
2017/11/15 13:41:09.0;S09;No Pressure;Mario
2017/11/15 13:41:12.0;SM5;No movement;Mario
2017/11/15 13:41:16.0;S09;No Pressure;Mario
2017/11/15 13:41:17.0;S09;No Pressure;Mario
2017/11/15 13:41:20.0;S09;Pressure;Mario
2017/11/15 13:41:21.0;S09;No Pressure;Mario
2017/11/15 13:41:22.0;SM5;Movement;Mario
2017/11/15 13:41:24.0;S09;Pressure;Mario
2017/11/15 13:41:25.0;S09;No Pressure;Mario
2017/11/15 13:41:28.0;S09;No Pressure;Mario
2017/11/15 13:41:29.0;S09;Pressure;Mario
2017/11/15 13:41:30.0;S09;No Pressure;Mario
2017/11/15 13:41:32.0;SM5;No movement;Mario
2017/11/15 13:41:32.0;S09;No Pressure;Mario
2017/11/15 13:41:35.0;S09;No Pressure;Mario
2017/11/15 13:41:37.0;S09;No Pressure;Mario
2017/11/15 13:41:38.0;S09;Pressure;Mario
2017/11/15 13:41:39.0;S09;No Pressure;Mario
2017/11/15 13:41:41.0;SM5;Movement;Mario
2017/11/15 13:41:41.0;S09;Pressure;Mario
2017/11/15 13:41:42.0;S09;Pressure;Mario
2017/11/15 13:41:43.0;S09;Pressure;Mario
2017/11/15 13:41:44.0;S09;No Pressure;Mario
2017/11/15 13:41:50.0;SM5;No movement;Mario
2017/11/15 13:41:56.0;S09;No Pressure;Mario
2017/11/15 13:42:01.0;S09;Pressure;Mario
2017/11/15 13:42:02.0;S09;No Pressure;Mario
2017/11/15 13:42:16.0;S09;No Pressure;Mario
2017/11/15 13:42:18.0;S09;No Pressure;Mario
2017/11/15 13:42:22.0;S09;No Pressure;Mario
2017/11/15 13:42:26.0;S09;No Pressure;Mario
2017/11/15 13:42:32.0;S09;No Pressure;Mario
2017/11/15 13:42:37.0;S09;Pressure;Mario
2017/11/15 13:42:38.0;S09;No Pressure;Mario
2017/11/15 13:42:41.0;S09;Pressure;Mario
2017/11/15 13:42:42.0;S09;No Pressure;Mario
2017/11/15 13:42:44.0;S09;Pressure;Mario
2017/11/15 13:42:45.0;S09;No Pressure;Mario
2017/11/15 13:42:46.0;S09;No Pressure;Mario
2017/11/15 13:42:47.0;S09;Pressure;Mario
2017/11/15 13:42:48.0;S09;No Pressure;Mario
2017/11/15 13:42:50.0;S09;Pressure;Mario
2017/11/15 13:42:51.0;S09;No Pressure;Mario
2017/11/15 13:42:59.0;S09;No Pressure;Mario
2017/11/15 13:43:07.0;S09;No Pressure;Mario
2017/11/15 13:43:14.0;S09;Pressure;Mario
2017/11/15 13:43:15.0;S09;No Pressure;Mario
2017/11/15 13:43:16.0;S09;No Pressure;Mario
2017/11/15 13:43:23.0;S09;Pressure;Mario
2017/11/15 13:43:24.0;S09;Pressure;Mario
2017/11/15 13:43:27.0;S09;No Pressure;Mario
2017/11/15 13:43:28.0;S09;No Pressure;Mario
2017/11/15 13:43:30.0;S09;Pressure;Mario
2017/11/15 13:43:31.0;S09;No Pressure;Mario
2017/11/15 13:43:34.0;SM5;Movement;Mario
2017/11/15 13:43:36.0;S09;Pressure;Mario
2017/11/15 13:43:37.0;S09;No Pressure;Mario
2017/11/15 13:43:53.0;S09;No Pressure;Mario
2017/11/15 13:43:57.0;S09;Pressure;Mario
2017/11/15 13:43:58.0;S09;No Pressure;Mario
2017/11/15 13:43:59.0;S09;Pressure;Mario
2017/11/15 13:44:00.0;S09;No Pressure;Mario
2017/11/15 13:44:01.0;S09;Pressure;Mario
2017/11/15 13:44:04.0;TV0;Close;Mario
2017/11/15 13:44:27.0;D07;Open;Mario
2017/11/15 13:44:29.0;SM5;No movement;Mario
2017/11/15 13:44:32.0;SM4;No movement;Mario
2017/11/15 13:44:53.0;D07;Close;Mario
2017/11/15 13:44:54.0;C10;Close;Mario
2017/11/15 13:45:45.0;D09;Open;Mario
2017/11/15 13:45:47.0;SM1;Movement;Mario
2017/11/15 13:45:56.0;SM1;No movement;Mario
2017/11/15 13:46:01.0;SM1;Movement;Mario
2017/11/15 13:46:16.0;D09;Close;Mario
2017/11/15 13:46:36.0;SM1;Movement;Mario
2017/11/15 13:46:43.0;C02;Open;Mario
2017/11/15 13:46:50.0;C02;Close;Mario
2017/11/15 13:46:56.0;SM4;Movement;Mario
2017/11/15 13:46:58.0;SM5;Movement;Mario
2017/11/15 13:47:06.0;SM1;No movement;Mario
2017/11/15 13:47:07.0;SM4;No movement;Mario
2017/11/15 13:47:13.0;SM5;No movement;Mario
2017/11/15 13:47:14.0;SM5;Movement;Mario
2017/11/15 13:47:30.0;SM4;Movement;Mario
2017/11/15 13:47:34.0;SM1;Movement;Mario
2017/11/15 13:47:38.0;SM5;No movement;Mario
2017/11/15 13:47:40.0;SM4;No movement;Mario
2017/11/15 13:48:14.0;SM1;No movement;Mario
2017/11/15 13:48:16.0;SM4;No movement;Mario
2017/11/15 13:48:17.0;SM4;Movement;Mario
2017/11/15 13:48:20.0;SM1;Movement;Mario
2017/11/15 13:48:27.0;SM4;No movement;Mario
2017/11/15 13:48:30.0;SM1;No movement;Mario
2017/11/15 13:48:53.0;C08;Open;Mario
2017/11/15 13:49:00.0;C08;Close;Mario
2017/11/15 13:49:01.0;SM4;Movement;Mario
2017/11/15 13:49:14.0;SM5;Movement;Mario
2017/11/15 13:49:29.0;SM5;No movement;Mario
2017/11/15 13:49:32.0;SM4;No movement;Mario
2017/11/15 13:49:38.0;M01;Open;Mario
2017/11/15 13:49:54.0;M01;Close;Mario
